term,definition,category
BMS field controller,"A electrical term meaning BMS saha kontrolörü, used in site, drawing, installation or coordination contexts.",electrical systems
BMS graphics page,"A electrical term meaning BMS grafik sayfası, used in site, drawing, installation or coordination contexts.",electrical systems
BMS inspection,"A electrical term meaning BMS kontrolü, used in site, drawing, installation or coordination contexts.",electrical systems
BMS integration gateway,"A electrical term meaning BMS entegrasyon geçidi, used in site, drawing, installation or coordination contexts.",electrical systems
BMS interface,"A electrical term meaning BMS arayüzü, used in site, drawing, installation or coordination contexts.",electrical systems
BMS layout,"A electrical term meaning BMS yerleşimi, used in site, drawing, installation or coordination contexts.",electrical systems
BMS maintenance,"A electrical term meaning BMS bakımı, used in site, drawing, installation or coordination contexts.",electrical systems
BMS manual,"A electrical term meaning BMS kılavuzu, used in site, drawing, installation or coordination contexts.",electrical systems
BMS monitoring point,"A electrical term meaning BMS izleme noktası, used in site, drawing, installation or coordination contexts.",electrical systems
BMS nameplate,"A electrical term meaning BMS etiket plakası, used in site, drawing, installation or coordination contexts.",electrical systems
BMS operator workstation,"A electrical term meaning BMS operatör iş istasyonu, used in site, drawing, installation or coordination contexts.",electrical systems
BMS panel,"A electrical term meaning BMS paneli, used in site, drawing, installation or coordination contexts.",electrical systems
BMS point list,"A electrical term meaning BMS / bina yönetim sistemi point listesi, used in site, drawing, installation or coordination contexts.",electrical systems
BMS procedure,"A electrical term meaning BMS prosedürü, used in site, drawing, installation or coordination contexts.",electrical systems
BMS report,"A electrical term meaning BMS raporu, used in site, drawing, installation or coordination contexts.",electrical systems
BMS schedule,"A electrical term meaning BMS programı/cetveli, used in site, drawing, installation or coordination contexts.",electrical systems
BMS security,"A electrical term meaning BMS / bina yönetim sistemi güvenlik, used in site, drawing, installation or coordination contexts.",electrical systems
BMS status,"A electrical term meaning BMS durumu, used in site, drawing, installation or coordination contexts.",electrical systems
BMS status point,"A electrical term meaning BMS durum noktası, used in site, drawing, installation or coordination contexts.",electrical systems
BMS testing,"A electrical term meaning BMS testi, used in site, drawing, installation or coordination contexts.",electrical systems
BMS trend log,"A electrical term meaning BMS trend kaydı, used in site, drawing, installation or coordination contexts.",electrical systems
bonding cable,"A electrical term meaning bonding kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
bonding cable route,"A electrical term meaning bonding kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
branch circuit panelboard,"A electrical term meaning branş devre panosu, used in site, drawing, installation or coordination contexts.",electrical systems
branch circuit panelboards,"A electrical term meaning branş devre panelboards, used in site, drawing, installation or coordination contexts.",electrical systems
breakers for protection,"A electrical term meaning breakers for koruması, used in site, drawing, installation or coordination contexts.",electrical systems
busbar cable,"A electrical term meaning bara kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
busbar cable route,"A electrical term meaning bara kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
busbar coupler,"A electrical term meaning bara kuplaj hücresi, used in site, drawing, installation or coordination contexts.",electrical systems
busbar protection,"A electrical term meaning bara koruması, used in site, drawing, installation or coordination contexts.",electrical systems
cabinet grounding,"A electrical term meaning kabin topraklaması, used in site, drawing, installation or coordination contexts.",electrical systems
cable ladder,"A electrical term meaning kablo merdiveni, used in site, drawing, installation or coordination contexts.",electrical systems
cable tray,"A electrical term meaning kablo tavası, used in site, drawing, installation or coordination contexts.",electrical systems
cables of lighting,"A electrical term meaning cables of aydınlatma, used in site, drawing, installation or coordination contexts.",electrical systems
capacitor bank panel,"A electrical term meaning kompanzasyon paneli, used in site, drawing, installation or coordination contexts.",electrical systems
cat6 cable,"A electrical term meaning Cat6 kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
cat6 cable route,"A electrical term meaning Cat6 kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
cat7 cable,"A electrical term meaning Cat7 kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
cat7 cable route,"A electrical term meaning Cat7 kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV board,"A electrical term meaning CCTV panosu, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV panel,"A electrical term meaning CCTV paneli, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system,"A electrical term meaning CCTV sistemi, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system alarm,"A electrical term meaning CCTV sistemi alarmı, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system checklist,"A electrical term meaning CCTV sistemi kontrol listesi, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system connection,"A electrical term meaning CCTV sistemi bağlantısı, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system datasheet,"A electrical term meaning CCTV sistemi veri sayfası, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system detail,"A electrical term meaning CCTV sistemi detayı, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system fault,"A electrical term meaning CCTV sistemi arızası, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system inspection,"A electrical term meaning CCTV sistemi kontrolü, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system interface,"A electrical term meaning CCTV sistemi arayüzü, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system layout,"A electrical term meaning CCTV sistemi yerleşimi, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system maintenance,"A electrical term meaning CCTV sistemi bakımı, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system manual,"A electrical term meaning CCTV sistemi kılavuzu, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system nameplate,"A electrical term meaning CCTV sistemi etiket plakası, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system procedure,"A electrical term meaning CCTV sistemi prosedürü, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system report,"A electrical term meaning CCTV sistemi raporu, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system schedule,"A electrical term meaning CCTV sistemi programı/cetveli, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system status,"A electrical term meaning CCTV sistemi durumu, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV system testing,"A electrical term meaning CCTV sistemi testi, used in site, drawing, installation or coordination contexts.",electrical systems
central grounding,"A electrical term meaning Merkezi topraklama, used in site, drawing, installation or coordination contexts.",electrical systems
central UPS panel,"A electrical term meaning merkezi UPS paneli, used in site, drawing, installation or coordination contexts.",electrical systems
circuit breaker,"A electrical term meaning devre kesicisi/şalteri, used in site, drawing, installation or coordination contexts.",electrical systems
circuit breaker truck,"A electrical term meaning kesici arabası, used in site, drawing, installation or coordination contexts.",electrical systems
circuit panelboards,"A electrical term meaning devre panelboards, used in site, drawing, installation or coordination contexts.",electrical systems
clinical UPS autonomy,"A electrical term meaning klinik UPS autonomy, used in site, drawing, installation or coordination contexts.",electrical systems
coaxial cable,"A electrical term meaning koaksiyel kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
coaxial cable route,"A electrical term meaning koaksiyel kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
communication cable,"A electrical term meaning haberleşme kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
communication cable route,"A electrical term meaning haberleşme kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
compact circuit breakers,"A electrical term meaning kompakt devre breakers, used in site, drawing, installation or coordination contexts.",electrical systems
containerized generator,"A electrical term meaning konteyner tipi jeneratör, used in site, drawing, installation or coordination contexts.",electrical systems
containerized generator panel,"A electrical term meaning konteyner tipi jeneratör paneli, used in site, drawing, installation or coordination contexts.",electrical systems
containerized generator room,"A electrical term meaning konteyner tipi jeneratör odası, used in site, drawing, installation or coordination contexts.",electrical systems
control cable route,"A electrical term meaning kontrol kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
control cable termination,"A electrical term meaning kontrol kablo sonlandırması, used in site, drawing, installation or coordination contexts.",electrical systems
control panel,"A electrical term meaning kontrol paneli, used in site, drawing, installation or coordination contexts.",electrical systems
critical generator,"A electrical term meaning kritik jeneratör, used in site, drawing, installation or coordination contexts.",electrical systems
critical generator panel,"A electrical term meaning kritik jeneratör paneli, used in site, drawing, installation or coordination contexts.",electrical systems
critical generator room,"A electrical term meaning kritik jeneratör odası, used in site, drawing, installation or coordination contexts.",electrical systems
current loading calculations,"A electrical term meaning akım loading calculations, used in site, drawing, installation or coordination contexts.",electrical systems
data cable route,"A electrical term meaning data kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
data cable termination,"A electrical term meaning data kablo sonlandırması, used in site, drawing, installation or coordination contexts.",electrical systems
data rack board,"A electrical term meaning data rack panosu, used in site, drawing, installation or coordination contexts.",electrical systems
data rack panel,"A electrical term meaning data rack paneli, used in site, drawing, installation or coordination contexts.",electrical systems
dedicated UPS panel,"A electrical term meaning özel ayrılmış UPS paneli, used in site, drawing, installation or coordination contexts.",electrical systems
diesel generator,"A electrical term meaning dizel jeneratör, used in site, drawing, installation or coordination contexts.",electrical systems
diesel generator panel,"A electrical term meaning dizel jeneratör paneli, used in site, drawing, installation or coordination contexts.",electrical systems
diesel generator room,"A electrical term meaning dizel jeneratör odası, used in site, drawing, installation or coordination contexts.",electrical systems
diesel generator set,"A electrical term meaning dizel jeneratör ayarlanmış, used in site, drawing, installation or coordination contexts.",electrical systems
dimmable lighting,"A electrical term meaning dimmable aydınlatma, used in site, drawing, installation or coordination contexts.",electrical systems
distribution panel,"A electrical term meaning dağıtım paneli, used in site, drawing, installation or coordination contexts.",electrical systems
distribution panelboards,"A electrical term meaning dağıtım panelboards, used in site, drawing, installation or coordination contexts.",electrical systems
distribution transformer,"A electrical term meaning dağıtım trafo, used in site, drawing, installation or coordination contexts.",electrical systems
distribution transformer room,"A electrical term meaning dağıtım trafo odası, used in site, drawing, installation or coordination contexts.",electrical systems
dry type transformer,"A electrical term meaning kuru tip trafo, used in site, drawing, installation or coordination contexts.",electrical systems
earth cable,"A electrical term meaning topraklama kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
earth cable route,"A electrical term meaning topraklama kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
earth leakage breaker,"A electrical term meaning kaçak akım şalteri, used in site, drawing, installation or coordination contexts.",electrical systems
earth leakage breakers,"A electrical term meaning toprak kaçak breakers, used in site, drawing, installation or coordination contexts.",electrical systems
earthing bar,"A electrical term meaning topraklama barası, used in site, drawing, installation or coordination contexts.",electrical systems
earthing busbar,"A electrical term meaning topraklama bara, used in site, drawing, installation or coordination contexts.",electrical systems
earthing switch,"A electrical term meaning topraklama ayırıcısı, used in site, drawing, installation or coordination contexts.",electrical systems
electrical panel,"A electrical term meaning elektriksel / elektrik paneli, used in site, drawing, installation or coordination contexts.",electrical systems
elevator shaft lighting,"A electrical term meaning asansör kuyu aydınlatması, used in site, drawing, installation or coordination contexts.",electrical systems
elevator travel cable,"A electrical term meaning asansör seyir kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
emergency distribution panel,"A electrical term meaning acil dağıtım paneli, used in site, drawing, installation or coordination contexts.",electrical systems
emergency distribution switchboard,"A electrical term meaning acil dağıtım şalt panosu, used in site, drawing, installation or coordination contexts.",electrical systems
emergency generator,"A electrical term meaning acil jeneratör, used in site, drawing, installation or coordination contexts.",electrical systems
emergency generator panel,"A electrical term meaning acil jeneratör paneli, used in site, drawing, installation or coordination contexts.",electrical systems
emergency generator room,"A electrical term meaning acil jeneratör odası, used in site, drawing, installation or coordination contexts.",electrical systems
emergency lighting,"A electrical term meaning acil aydınlatma, used in site, drawing, installation or coordination contexts.",electrical systems
exit lighting fixtures,"A electrical term meaning çıkış aydınlatma fixtures, used in site, drawing, installation or coordination contexts.",electrical systems
extensive lighting control,"A electrical term meaning extensive aydınlatma kontrolü, used in site, drawing, installation or coordination contexts.",electrical systems
feeder cable,"A electrical term meaning besleme kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
feeder cable route,"A electrical term meaning besleme kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
fiber optic cable,"A electrical term meaning fiber optik kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
final distribution panel,"A electrical term meaning son dağıtım paneli, used in site, drawing, installation or coordination contexts.",electrical systems
final distribution switchboard,"A electrical term meaning son dağıtım şalt panosu, used in site, drawing, installation or coordination contexts.",electrical systems
fire alarm board,"A electrical term meaning yangın alarm panosu, used in site, drawing, installation or coordination contexts.",electrical systems
fire alarm cable,"A electrical term meaning yangın alarm kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
fire alarm interface,"A electrical term meaning yangın alarm arayüz, used in site, drawing, installation or coordination contexts.",electrical systems
fire resistant cable,"A electrical term meaning yangına dayanıklı kablo, used in site, drawing, installation or coordination contexts.",electrical systems
fire-rated cable,"A electrical term meaning yangın dayanımlı kablo, used in site, drawing, installation or coordination contexts.",electrical systems
fire-resistant cable,"A electrical term meaning yangına dayanıklı kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
firefighting distribution panel,"A electrical term meaning yangınla mücadele dağıtım paneli, used in site, drawing, installation or coordination contexts.",electrical systems
fixed lighting fixtures,"A electrical term meaning sabit / düzeltilmiş aydınlatma fixtures, used in site, drawing, installation or coordination contexts.",electrical systems
flare stack lighting,"A electrical term meaning flare bacası aydınlatması, used in site, drawing, installation or coordination contexts.",electrical systems
flexible cable,"A electrical term meaning esnek kablo, used in site, drawing, installation or coordination contexts.",electrical systems
flexible cable route,"A electrical term meaning esnek kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
galvanized cable ladder,"A electrical term meaning galvanizli kablo merdiveni, used in site, drawing, installation or coordination contexts.",electrical systems
galvanized cable tray,"A electrical term meaning galvanizli kablo tavası, used in site, drawing, installation or coordination contexts.",electrical systems
galvanized cable trunking,"A electrical term meaning galvanizli kablo kanalı, used in site, drawing, installation or coordination contexts.",electrical systems
generator alarm,"A electrical term meaning jeneratör alarmı, used in site, drawing, installation or coordination contexts.",electrical systems
generator board,"A electrical term meaning jeneratör panosu, used in site, drawing, installation or coordination contexts.",electrical systems
generator checklist,"A electrical term meaning jeneratör kontrol listesi, used in site, drawing, installation or coordination contexts.",electrical systems
generator connection,"A electrical term meaning jeneratör bağlantısı, used in site, drawing, installation or coordination contexts.",electrical systems
generator datasheet,"A electrical term meaning jeneratör veri sayfası, used in site, drawing, installation or coordination contexts.",electrical systems
generator detail,"A electrical term meaning jeneratör detayı, used in site, drawing, installation or coordination contexts.",electrical systems
generator failure,"A electrical term meaning jeneratör arızası, used in site, drawing, installation or coordination contexts.",electrical systems
generator failure alarm,"A electrical term meaning jeneratör arızası alarmı, used in site, drawing, installation or coordination contexts.",electrical systems
generator failure protection,"A electrical term meaning jeneratör arızası koruması, used in site, drawing, installation or coordination contexts.",electrical systems
generator fault,"A electrical term meaning jeneratör arızası, used in site, drawing, installation or coordination contexts.",electrical systems
generator inspection,"A electrical term meaning jeneratör kontrolü, used in site, drawing, installation or coordination contexts.",electrical systems
generator interface,"A electrical term meaning jeneratör arayüzü, used in site, drawing, installation or coordination contexts.",electrical systems
generator layout,"A electrical term meaning jeneratör yerleşimi, used in site, drawing, installation or coordination contexts.",electrical systems
generator load test,"A electrical term meaning jeneratör yük testi, used in site, drawing, installation or coordination contexts.",electrical systems
generator maintenance,"A electrical term meaning jeneratör bakımı, used in site, drawing, installation or coordination contexts.",electrical systems
generator manual,"A electrical term meaning jeneratör kılavuzu, used in site, drawing, installation or coordination contexts.",electrical systems
generator nameplate,"A electrical term meaning jeneratör etiket plakası, used in site, drawing, installation or coordination contexts.",electrical systems
generator panel,"A electrical term meaning jeneratör paneli, used in site, drawing, installation or coordination contexts.",electrical systems
generator procedure,"A electrical term meaning jeneratör prosedürü, used in site, drawing, installation or coordination contexts.",electrical systems
generator redundancy,"A electrical term meaning jeneratör yedekliliği, used in site, drawing, installation or coordination contexts.",electrical systems
generator report,"A electrical term meaning jeneratör raporu, used in site, drawing, installation or coordination contexts.",electrical systems
generator rooms,"A electrical term meaning jeneratör rooms, used in site, drawing, installation or coordination contexts.",electrical systems
generator schedule,"A electrical term meaning jeneratör programı/cetveli, used in site, drawing, installation or coordination contexts.",electrical systems
generator status,"A electrical term meaning jeneratör durumu, used in site, drawing, installation or coordination contexts.",electrical systems
generator testing,"A electrical term meaning jeneratör testi, used in site, drawing, installation or coordination contexts.",electrical systems
generators diesel,"A electrical term meaning generators dizel, used in site, drawing, installation or coordination contexts.",electrical systems
generators MV,"A electrical term meaning generators OG, used in site, drawing, installation or coordination contexts.",electrical systems
grounding network,"A electrical term meaning topraklama ağ / şebeke, used in site, drawing, installation or coordination contexts.",electrical systems
grounding rod,"A electrical term meaning topraklama çubuk / elektrot, used in site, drawing, installation or coordination contexts.",electrical systems
grounding separate busbar,"A electrical term meaning topraklama ayırmak bara, used in site, drawing, installation or coordination contexts.",electrical systems
halogen-free cable,"A electrical term meaning halojensiz kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
healthcare UPS autonomy,"A electrical term meaning sağlık tesisi UPS autonomy, used in site, drawing, installation or coordination contexts.",electrical systems
heat resistant cable,"A electrical term meaning ısıya dayanıklı kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
high voltage cable,"A electrical term meaning yüksek gerilim kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
horizontal cable ladder,"A electrical term meaning yatay kablo merdiveni, used in site, drawing, installation or coordination contexts.",electrical systems
horizontal cable tray,"A electrical term meaning yatay kablo tavası, used in site, drawing, installation or coordination contexts.",electrical systems
horizontal cable trunking,"A electrical term meaning yatay kablo kanalı, used in site, drawing, installation or coordination contexts.",electrical systems
hospital UPS autonomy,"A electrical term meaning hastane UPS autonomy, used in site, drawing, installation or coordination contexts.",electrical systems
HV cable,"A electrical term meaning YG kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
HV cable route,"A electrical term meaning YG kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
imaging UPS,"A electrical term meaning görüntüleme UPS, used in site, drawing, installation or coordination contexts.",electrical systems
imaging UPS panel,"A electrical term meaning görüntüleme UPS paneli, used in site, drawing, installation or coordination contexts.",electrical systems
indoor cable,"A electrical term meaning iç ortam kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
indoor cable route,"A electrical term meaning iç ortam kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
instrument cable route,"A electrical term meaning enstrüman kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
instrument cable termination,"A electrical term meaning enstrüman kablo sonlandırması, used in site, drawing, installation or coordination contexts.",electrical systems
IPS panel,"A electrical term meaning IPS panosu, used in site, drawing, installation or coordination contexts.",electrical systems
isolated power panel,"A electrical term meaning izole güç panosu, used in site, drawing, installation or coordination contexts.",electrical systems
isolating transformer,"A electrical term meaning ayırma / izole etme trafo, used in site, drawing, installation or coordination contexts.",electrical systems
isolation panel,"A electrical term meaning izolasyon paneli, used in site, drawing, installation or coordination contexts.",electrical systems
isolation transformer room,"A electrical term meaning izolasyon trafo odası, used in site, drawing, installation or coordination contexts.",electrical systems
IT generator synchronization,"A electrical term meaning BT jeneratör synchronization, used in site, drawing, installation or coordination contexts.",electrical systems
IT UPS,"A electrical term meaning IT UPS, used in site, drawing, installation or coordination contexts.",electrical systems
IT UPS module,"A electrical term meaning BT ups modülü, used in site, drawing, installation or coordination contexts.",electrical systems
IT UPS panel,"A electrical term meaning IT UPS paneli, used in site, drawing, installation or coordination contexts.",electrical systems
lighting board,"A electrical term meaning aydınlatma panosu, used in site, drawing, installation or coordination contexts.",electrical systems
lighting calculations,"A electrical term meaning aydınlatma calculations, used in site, drawing, installation or coordination contexts.",electrical systems
lighting circuit,"A electrical term meaning aydınlatma devre, used in site, drawing, installation or coordination contexts.",electrical systems
lighting control,"A electrical term meaning aydınlatma kontrolü, used in site, drawing, installation or coordination contexts.",electrical systems
lighting control module,"A electrical term meaning aydınlatma kontrol modülü, used in site, drawing, installation or coordination contexts.",electrical systems
lighting control panel,"A electrical term meaning aydınlatma kontrol paneli, used in site, drawing, installation or coordination contexts.",electrical systems
lighting DALI gateway,"A electrical term meaning aydınlatma DALI geçidi, used in site, drawing, installation or coordination contexts.",electrical systems
lighting daylight sensor,"A electrical term meaning aydınlatma gün ışığı sensörü, used in site, drawing, installation or coordination contexts.",electrical systems
lighting design calculations,"A electrical term meaning aydınlatma tasarım / tasarlamak calculations, used in site, drawing, installation or coordination contexts.",electrical systems
lighting dimming module,"A electrical term meaning aydınlatma dimleme modülü, used in site, drawing, installation or coordination contexts.",electrical systems
lighting emergency driver,"A electrical term meaning aydınlatma acil durum sürücüsü, used in site, drawing, installation or coordination contexts.",electrical systems
lighting exit luminaire,"A electrical term meaning aydınlatma çıkış armatürü, used in site, drawing, installation or coordination contexts.",electrical systems
lighting facade lighting,"A electrical term meaning aydınlatma cephe aydınlatması, used in site, drawing, installation or coordination contexts.",electrical systems
lighting fixture,"A electrical term meaning aydınlatma armatürü, used in site, drawing, installation or coordination contexts.",electrical systems
lighting helipad lighting,"A electrical term meaning aydınlatma helikopter pisti aydınlatması, used in site, drawing, installation or coordination contexts.",electrical systems
lighting landscape lighting,"A electrical term meaning aydınlatma peyzaj aydınlatması, used in site, drawing, installation or coordination contexts.",electrical systems
lighting panel,"A electrical term meaning aydınlatma paneli, used in site, drawing, installation or coordination contexts.",electrical systems
lighting switchboard,"A electrical term meaning aydınlatma şalt panosu, used in site, drawing, installation or coordination contexts.",electrical systems
line electrical panel,"A electrical term meaning hat elektriksel / elektrik paneli, used in site, drawing, installation or coordination contexts.",electrical systems
local control panel,"A electrical term meaning lokal kontrol paneli, used in site, drawing, installation or coordination contexts.",electrical systems
low noise generator,"A electrical term meaning düşük gürültülü jeneratör, used in site, drawing, installation or coordination contexts.",electrical systems
low smoke cable,"A electrical term meaning düşük dumanlı kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
low voltage cable,"A electrical term meaning alçak gerilim kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
low voltage distribution,"A electrical term meaning alçak gerilim dağıtım, used in site, drawing, installation or coordination contexts.",electrical systems
low voltage switchboard,"A electrical term meaning alçak gerilim ana panosu, used in site, drawing, installation or coordination contexts.",electrical systems
LV cable,"A electrical term meaning AG kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
LV cable route,"A electrical term meaning AG kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
LV cable termination,"A electrical term meaning AG kablo sonlandırması, used in site, drawing, installation or coordination contexts.",electrical systems
LV switchboard,"A electrical term meaning AG ana pano / şalt panosu, used in site, drawing, installation or coordination contexts.",electrical systems
LV switchgear,"A electrical term meaning AG şalt ekipmanı / hücre, used in site, drawing, installation or coordination contexts.",electrical systems
main distribution panel,"A electrical term meaning ana dağıtım panosu, used in site, drawing, installation or coordination contexts.",electrical systems
main distribution panelboard,"A electrical term meaning ana dağıtım panosu, used in site, drawing, installation or coordination contexts.",electrical systems
main distribution panelboards,"A electrical term meaning ana dağıtım panelboards, used in site, drawing, installation or coordination contexts.",electrical systems
main distribution switchboard,"A electrical term meaning ana dağıtım şalt panosu, used in site, drawing, installation or coordination contexts.",electrical systems
main LV switchboard,"A electrical term meaning ana AG ana pano / şalt panosu, used in site, drawing, installation or coordination contexts.",electrical systems
main transformer switchboard,"A electrical term meaning ana trafo ana pano / şalt panosu, used in site, drawing, installation or coordination contexts.",electrical systems
manual generator,"A electrical term meaning manuel jeneratör, used in site, drawing, installation or coordination contexts.",electrical systems
manual generator panel,"A electrical term meaning manuel jeneratör paneli, used in site, drawing, installation or coordination contexts.",electrical systems
manual generator room,"A electrical term meaning manuel jeneratör odası, used in site, drawing, installation or coordination contexts.",electrical systems
marine cable,"A electrical term meaning deniz tipi kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
marine cable route,"A electrical term meaning deniz tipi kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
marshalling panel,"A electrical term meaning marshalling paneli, used in site, drawing, installation or coordination contexts.",electrical systems
mechanical panel,"A electrical term meaning mekanik paneli, used in site, drawing, installation or coordination contexts.",electrical systems
medical it transformer,"A electrical term meaning medikal it trafo, used in site, drawing, installation or coordination contexts.",electrical systems
medical UPS,"A electrical term meaning medikal UPS, used in site, drawing, installation or coordination contexts.",electrical systems
medical UPS autonomy,"A electrical term meaning medikal UPS autonomy, used in site, drawing, installation or coordination contexts.",electrical systems
medical UPS panel,"A electrical term meaning medikal UPS paneli, used in site, drawing, installation or coordination contexts.",electrical systems
medium voltage cable,"A electrical term meaning orta gerilim kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
medium voltage distribution,"A electrical term meaning orta gerilim dağıtım, used in site, drawing, installation or coordination contexts.",electrical systems
medium voltage switchgear,"A electrical term meaning orta gerilim şalt hücresi, used in site, drawing, installation or coordination contexts.",electrical systems
metering panel,"A electrical term meaning ölçümleme paneli, used in site, drawing, installation or coordination contexts.",electrical systems
microprocessor control panel,"A electrical term meaning microprocessor kontrol paneli, used in site, drawing, installation or coordination contexts.",electrical systems
miniature circuit breaker,"A electrical term meaning otomatik sigorta, used in site, drawing, installation or coordination contexts.",electrical systems
mobile generator,"A electrical term meaning mobil jeneratör, used in site, drawing, installation or coordination contexts.",electrical systems
mobile generator panel,"A electrical term meaning mobil jeneratör paneli, used in site, drawing, installation or coordination contexts.",electrical systems
mobile generator room,"A electrical term meaning mobil jeneratör odası, used in site, drawing, installation or coordination contexts.",electrical systems
modular UPS,"A electrical term meaning modüler UPS, used in site, drawing, installation or coordination contexts.",electrical systems
modular UPS panel,"A electrical term meaning modüler UPS paneli, used in site, drawing, installation or coordination contexts.",electrical systems
motor control panel,"A electrical term meaning motor kontrol paneli, used in site, drawing, installation or coordination contexts.",electrical systems
motor control switchboard,"A electrical term meaning motor kontrol şalt panosu, used in site, drawing, installation or coordination contexts.",electrical systems
multi core cable,"A electrical term meaning çok damarlı kablo, used in site, drawing, installation or coordination contexts.",electrical systems
MV cable,"A electrical term meaning OG kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
MV cable route,"A electrical term meaning OG kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
MV cable termination,"A electrical term meaning OG kablo sonlandırması, used in site, drawing, installation or coordination contexts.",electrical systems
MV incoming switchgear,"A electrical term meaning OG giriş şalt ekipmanı / hücre, used in site, drawing, installation or coordination contexts.",electrical systems
MV switchgear,"A electrical term meaning OG şalt ekipmanı / hücre, used in site, drawing, installation or coordination contexts.",electrical systems
MV switchgears distribution,"A electrical term meaning OG switchgears dağıtım, used in site, drawing, installation or coordination contexts.",electrical systems
network rack,"A electrical term meaning network rack kabini, used in site, drawing, installation or coordination contexts.",electrical systems
neutral earthing,"A electrical term meaning nötr topraklama, used in site, drawing, installation or coordination contexts.",electrical systems
noise grounding networks,"A electrical term meaning gürültü topraklama networks, used in site, drawing, installation or coordination contexts.",electrical systems
nurse call panel,"A electrical term meaning hemşire çağrı paneli, used in site, drawing, installation or coordination contexts.",electrical systems
oil immersed transformer,"A electrical term meaning yağlı tip trafo, used in site, drawing, installation or coordination contexts.",electrical systems
oil resistant cable,"A electrical term meaning yağa dayanıklı kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
online UPS,"A electrical term meaning online UPS, used in site, drawing, installation or coordination contexts.",electrical systems
online UPS panel,"A electrical term meaning online UPS paneli, used in site, drawing, installation or coordination contexts.",electrical systems
open type generator,"A electrical term meaning açık tip jeneratör, used in site, drawing, installation or coordination contexts.",electrical systems
operating theatre panel,"A electrical term meaning operating ameliyathane paneli, used in site, drawing, installation or coordination contexts.",electrical systems
outdoor cable,"A electrical term meaning dış ortam kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
