term,definition,category
smoke exhaust fan,"A mechanical term meaning duman egzoz fanı, used in site, drawing, installation or coordination contexts.",mechanical systems
solenoid valve,"A mechanical term meaning solenoid vana, used in site, drawing, installation or coordination contexts.",mechanical systems
stack,"A mechanical term meaning baca / yığın, used in site, drawing, installation or coordination contexts.",mechanical systems
stair pressurization fan,"A mechanical term meaning merdiven basınçlandırma fanı, used in site, drawing, installation or coordination contexts.",mechanical systems
steel conductor,"A mechanical term meaning çelik iletken, used in site, drawing, installation or coordination contexts.",mechanical systems
submersible pump,"A mechanical term meaning dalgıç pompa, used in site, drawing, installation or coordination contexts.",mechanical systems
sump pump,"A mechanical term meaning drenaj pompası, used in site, drawing, installation or coordination contexts.",mechanical systems
supply air fan,"A mechanical term meaning besleme havası fanı, used in site, drawing, installation or coordination contexts.",mechanical systems
thermostatic ventilation fans,"A mechanical term meaning thermostatic havalandırma fans, used in site, drawing, installation or coordination contexts.",mechanical systems
toilet exhaust fan,"A mechanical term meaning tuvalet egzozu fanı, used in site, drawing, installation or coordination contexts.",mechanical systems
valve alarm,"A mechanical term meaning vana alarmı, used in site, drawing, installation or coordination contexts.",mechanical systems
valve checklist,"A mechanical term meaning vana kontrol listesi, used in site, drawing, installation or coordination contexts.",mechanical systems
valve connection,"A mechanical term meaning vana bağlantısı, used in site, drawing, installation or coordination contexts.",mechanical systems
valve datasheet,"A mechanical term meaning vana veri sayfası, used in site, drawing, installation or coordination contexts.",mechanical systems
valve detail,"A mechanical term meaning vana detayı, used in site, drawing, installation or coordination contexts.",mechanical systems
valve fault,"A mechanical term meaning vana arızası, used in site, drawing, installation or coordination contexts.",mechanical systems
valve inspection,"A mechanical term meaning vana kontrolü, used in site, drawing, installation or coordination contexts.",mechanical systems
valve interface,"A mechanical term meaning vana arayüzü, used in site, drawing, installation or coordination contexts.",mechanical systems
valve layout,"A mechanical term meaning vana yerleşimi, used in site, drawing, installation or coordination contexts.",mechanical systems
valve maintenance,"A mechanical term meaning vana bakımı, used in site, drawing, installation or coordination contexts.",mechanical systems
valve manual,"A mechanical term meaning vana kılavuzu, used in site, drawing, installation or coordination contexts.",mechanical systems
valve nameplate,"A mechanical term meaning vana etiket plakası, used in site, drawing, installation or coordination contexts.",mechanical systems
valve procedure,"A mechanical term meaning vana prosedürü, used in site, drawing, installation or coordination contexts.",mechanical systems
valve report,"A mechanical term meaning vana raporu, used in site, drawing, installation or coordination contexts.",mechanical systems
valve schedule,"A mechanical term meaning vana programı/cetveli, used in site, drawing, installation or coordination contexts.",mechanical systems
valve status,"A mechanical term meaning vana durumu, used in site, drawing, installation or coordination contexts.",mechanical systems
valve testing,"A mechanical term meaning vana testi, used in site, drawing, installation or coordination contexts.",mechanical systems
ventilation fan,"A mechanical term meaning havalandırma fan, used in site, drawing, installation or coordination contexts.",mechanical systems
skid,"A mechanical term meaning skid / paket ekipman şasesi, used in site, drawing, installation or coordination contexts.",oil & gas
vessel,"A mechanical term meaning kap / basınçlı kap, used in site, drawing, installation or coordination contexts.",oil & gas
area classification drawing,"A mechanical term meaning bölge sınıflandırma çizimi, used in site, drawing, installation or coordination contexts.",oil & gas construction
cathodic protection,"A mechanical term meaning katodik koruma, used in site, drawing, installation or coordination contexts.",oil & gas construction
idle,"A mechanical term meaning boşta / çalışmayan, used in site, drawing, installation or coordination contexts.",operation
density,"A mechanical term meaning yoğunluk, used in site, drawing, installation or coordination contexts.",parameters
friction,"A mechanical term meaning sürtünme, used in site, drawing, installation or coordination contexts.",parameters
vibration,"A mechanical term meaning titreşim, used in site, drawing, installation or coordination contexts.",parameters
flange,"A mechanical term meaning flanş, used in site, drawing, installation or coordination contexts.",piping
manifold,"A mechanical term meaning manifold / dağıtıcı kolektör, used in site, drawing, installation or coordination contexts.",piping
pipework,"A mechanical term meaning borulama tesisatı, used in site, drawing, installation or coordination contexts.",piping
booster,"A mechanical term meaning hidrofor / yükseltici, used in site, drawing, installation or coordination contexts.",pumps
circulator,"A mechanical term meaning sirkülatör, used in site, drawing, installation or coordination contexts.",pumps
float,"A mechanical term meaning şamandıra / float, used in site, drawing, installation or coordination contexts.",pumps
sump,"A mechanical term meaning çukur / sump, used in site, drawing, installation or coordination contexts.",pumps
leakproof,"A mechanical term meaning sızdırmaz, used in site, drawing, installation or coordination contexts.",quality
compress,"A mechanical term meaning sıkıştırmak, used in site, drawing, installation or coordination contexts.",systems
compression,"A mechanical term meaning sıkıştırma, used in site, drawing, installation or coordination contexts.",systems
ignition,"A mechanical term meaning ateşleme, used in site, drawing, installation or coordination contexts.",systems
inflow,"A mechanical term meaning giriş akışı, used in site, drawing, installation or coordination contexts.",systems
outflow,"A mechanical term meaning çıkış akışı, used in site, drawing, installation or coordination contexts.",systems
pneumatic,"An adjective meaning “pnömatik”, used to describe a condition, issue, status or requirement.",systems
absorber,"A mechanical term meaning sönümleyici / absorber, used in site, drawing, installation or coordination contexts.",HVAC
absorption,"A mechanical term meaning absorpsiyon / soğurma, used in site, drawing, installation or coordination contexts.",HVAC
aeration,"A mechanical term meaning havalandırma, used in site, drawing, installation or coordination contexts.",HVAC
aerodynamic,"An adjective meaning “aerodinamik”, used to describe a condition, issue, status or requirement.",HVAC
aspiration,"A mechanical term meaning emiş / aspirasyon, used in site, drawing, installation or coordination contexts.",HVAC
baffle,"A mechanical term meaning yönlendirici plaka / baffle, used in site, drawing, installation or coordination contexts.",HVAC
dehumidification,"A mechanical term meaning nem alma, used in site, drawing, installation or coordination contexts.",HVAC
dehumidify,"A mechanical term meaning nem almak, used in site, drawing, installation or coordination contexts.",HVAC
evaporator,"A mechanical term meaning evaporatör, used in site, drawing, installation or coordination contexts.",HVAC
plenum,"A mechanical term meaning plenum / hava boşluğu, used in site, drawing, installation or coordination contexts.",HVAC
pressurization,"A mechanical term meaning basınçlandırma, used in site, drawing, installation or coordination contexts.",HVAC
attenuating,"A mechanical term meaning sesi azaltan / zayıflatan, used in site, drawing, installation or coordination contexts.",acoustics
attenuator,"A mechanical term meaning susturucu / zayıflatıcı, used in site, drawing, installation or coordination contexts.",acoustics
bulkhead,"A mechanical term meaning bölme / perde, used in site, drawing, installation or coordination contexts.",components
impeller,"A mechanical term meaning çark / pervane, used in site, drawing, installation or coordination contexts.",components
orifice,"A mechanical term meaning orifis / delik, used in site, drawing, installation or coordination contexts.",components
throttle,"A mechanical term meaning kısmak / gaz kelebeği, used in site, drawing, installation or coordination contexts.",control
CRAC,CRAC is an acronym used in mechanical communication.,data center cooling
CRAH,CRAH is an acronym used in mechanical communication.,data center cooling
condensate,"A mechanical term meaning kondens / yoğuşma suyu, used in site, drawing, installation or coordination contexts.",mechanical systems
conditioning,"A mechanical term meaning iklimlendirme, used in site, drawing, installation or coordination contexts.",mechanical systems
counterpoise conductor,"A mechanical term meaning topraklama çevre iletkeni iletken, used in site, drawing, installation or coordination contexts.",mechanical systems
drive,"To drive something in a work, site or daily communication context.",mechanical systems
electromechanical,"An adjective meaning “elektromekanik”, used to describe a condition, issue, status or requirement.",mechanical systems
elevator cabin dimensions,"A mechanical term meaning asansör kabin dimensions, used in site, drawing, installation or coordination contexts.",mechanical systems
elevator landing doors,"A mechanical term meaning asansör kat durağı doors, used in site, drawing, installation or coordination contexts.",mechanical systems
elevator machine room,"A mechanical term meaning asansör makine odası, used in site, drawing, installation or coordination contexts.",mechanical systems
elevator monitoring system,"A mechanical term meaning asansör izleme sistemi, used in site, drawing, installation or coordination contexts.",mechanical systems
elevator shaft dimensions,"A mechanical term meaning asansör şaft / kuyu dimensions, used in site, drawing, installation or coordination contexts.",mechanical systems
engine,"A mechanical term meaning motor, used in site, drawing, installation or coordination contexts.",mechanical systems
fire pumps fans,"A mechanical term meaning yangın pumps fans, used in site, drawing, installation or coordination contexts.",mechanical systems
sheave,"A mechanical term meaning kasnak, used in site, drawing, installation or coordination contexts.",mechanical systems
sterilization,"A mechanical term meaning sterilizasyon, used in site, drawing, installation or coordination contexts.",mechanical systems
suspension,"A mechanical term meaning askı / süspansiyon, used in site, drawing, installation or coordination contexts.",mechanical systems
thermostatic,"An adjective meaning “termostatik”, used to describe a condition, issue, status or requirement.",mechanical systems
disengage,"A mechanical term meaning devreden çıkarmak / ayırmak, used in site, drawing, installation or coordination contexts.",operation
inertia,"A mechanical term meaning atalet, used in site, drawing, installation or coordination contexts.",physics
centrifugal,"An adjective meaning “santrifüj”, used to describe a condition, issue, status or requirement.",pumps
heat,"A mechanical term meaning ısı, used in site, drawing, installation or coordination contexts.",thermodynamics
energy,"A mechanical term meaning enerji, used in site, drawing, installation or coordination contexts.",thermodynamics
steam,"A mechanical term meaning buhar, used in site, drawing, installation or coordination contexts.",thermodynamics
thermal expansion,"A mechanical term meaning ısıl genleşme, used in site, drawing, installation or coordination contexts.",thermodynamics
heat exchanger,"A mechanical term meaning ısı eşanjörü, used in site, drawing, installation or coordination contexts.",thermodynamics
heat transfer coefficient,"A mechanical term meaning ısı transfer katsayısı, used in site, drawing, installation or coordination contexts.",thermodynamics
specific heat capacity,"A mechanical term meaning özgül ısı kapasitesi, used in site, drawing, installation or coordination contexts.",thermodynamics
thermal conductivity,"A mechanical term meaning ısıl iletkenlik, used in site, drawing, installation or coordination contexts.",thermodynamics
enthalpy,"A mechanical term meaning entalpi, used in site, drawing, installation or coordination contexts.",thermodynamics
entropy,"A mechanical term meaning entropi, used in site, drawing, installation or coordination contexts.",thermodynamics
adiabatic process,"A mechanical term meaning adyabatik süreç, used in site, drawing, installation or coordination contexts.",thermodynamics
isothermal process,"A mechanical term meaning izotermal süreç, used in site, drawing, installation or coordination contexts.",thermodynamics
thermodynamic cycle,"A mechanical term meaning termodinamik çevrim, used in site, drawing, installation or coordination contexts.",thermodynamics
Carnot cycle,"A mechanical term meaning Carnot çevrimi, used in site, drawing, installation or coordination contexts.",thermodynamics
Rankine cycle,"A mechanical term meaning Rankine çevrimi, used in site, drawing, installation or coordination contexts.",thermodynamics
latent heat,"A mechanical term meaning gizli ısı, used in site, drawing, installation or coordination contexts.",thermodynamics
sensible heat,"A mechanical term meaning duyulur ısı, used in site, drawing, installation or coordination contexts.",thermodynamics
convection,"A mechanical term meaning taşınım, used in site, drawing, installation or coordination contexts.",thermodynamics
conduction,"A mechanical term meaning iletim, used in site, drawing, installation or coordination contexts.",thermodynamics
radiation heat transfer,"A mechanical term meaning ışınım ile ısı transferi, used in site, drawing, installation or coordination contexts.",thermodynamics
insulation material,"A mechanical term meaning yalıtım malzemesi, used in site, drawing, installation or coordination contexts.",thermodynamics
thermal bridge,"A mechanical term meaning ısı köprüsü, used in site, drawing, installation or coordination contexts.",thermodynamics
superheated steam,"A mechanical term meaning kızgın buhar, used in site, drawing, installation or coordination contexts.",thermodynamics
saturation temperature,"A mechanical term meaning doyma sıcaklığı, used in site, drawing, installation or coordination contexts.",thermodynamics
heat load calculation,"A mechanical term meaning ısı yükü hesabı, used in site, drawing, installation or coordination contexts.",thermodynamics
combustion efficiency,"A mechanical term meaning yanma verimi, used in site, drawing, installation or coordination contexts.",thermodynamics
exhaust gas temperature,"A mechanical term meaning egzoz gazı sıcaklığı, used in site, drawing, installation or coordination contexts.",thermodynamics
heat sink,"A mechanical term meaning ısı emici, used in site, drawing, installation or coordination contexts.",thermodynamics
thermal resistance,"A mechanical term meaning ısıl direnç, used in site, drawing, installation or coordination contexts.",thermodynamics
cogeneration,"A mechanical term meaning kojenerasyon, used in site, drawing, installation or coordination contexts.",thermodynamics
waste heat recovery,"A mechanical term meaning atık ısı geri kazanımı, used in site, drawing, installation or coordination contexts.",thermodynamics
phase change material,"A mechanical term meaning faz değiştiren malzeme, used in site, drawing, installation or coordination contexts.",thermodynamics
thermodynamic equilibrium,"A mechanical term meaning termodinamik denge, used in site, drawing, installation or coordination contexts.",thermodynamics
exergy analysis,"A mechanical term meaning ekserji analizi, used in site, drawing, installation or coordination contexts.",thermodynamics
heat flux,"A mechanical term meaning ısı akısı, used in site, drawing, installation or coordination contexts.",thermodynamics
pressure drop,"A mechanical term meaning basınç düşüşü, used in site, drawing, installation or coordination contexts.",fluid mechanics
viscosity,"A mechanical term meaning viskozite, used in site, drawing, installation or coordination contexts.",fluid mechanics
laminar flow,"A mechanical term meaning laminer akış, used in site, drawing, installation or coordination contexts.",fluid mechanics
turbulent flow,"A mechanical term meaning türbülanslı akış, used in site, drawing, installation or coordination contexts.",fluid mechanics
Reynolds number,"A mechanical term meaning Reynolds sayısı, used in site, drawing, installation or coordination contexts.",fluid mechanics
Bernoulli equation,"A mechanical term meaning Bernoulli denklemi, used in site, drawing, installation or coordination contexts.",fluid mechanics
hydrostatic pressure,"A mechanical term meaning hidrostatik basınç, used in site, drawing, installation or coordination contexts.",fluid mechanics
flow rate,"A mechanical term meaning debi, used in site, drawing, installation or coordination contexts.",fluid mechanics
volumetric flow rate,"A mechanical term meaning hacimsel debi, used in site, drawing, installation or coordination contexts.",fluid mechanics
mass flow rate,"A mechanical term meaning kütlesel debi, used in site, drawing, installation or coordination contexts.",fluid mechanics
head loss,"A mechanical term meaning yük kaybı, used in site, drawing, installation or coordination contexts.",fluid mechanics
friction loss,"A mechanical term meaning sürtünme kaybı, used in site, drawing, installation or coordination contexts.",fluid mechanics
cavitation,"A mechanical term meaning kavitasyon, used in site, drawing, installation or coordination contexts.",fluid mechanics
streamline,"A mechanical term meaning akım çizgisi, used in site, drawing, installation or coordination contexts.",fluid mechanics
compressible flow,"A mechanical term meaning sıkıştırılabilir akış, used in site, drawing, installation or coordination contexts.",fluid mechanics
incompressible flow,"A mechanical term meaning sıkıştırılamaz akış, used in site, drawing, installation or coordination contexts.",fluid mechanics
boundary layer,"A mechanical term meaning sınır tabaka, used in site, drawing, installation or coordination contexts.",fluid mechanics
pipe friction factor,"A mechanical term meaning boru sürtünme katsayısı, used in site, drawing, installation or coordination contexts.",fluid mechanics
hydraulic diameter,"A mechanical term meaning hidrolik çap, used in site, drawing, installation or coordination contexts.",fluid mechanics
nozzle,"A mechanical term meaning meme / nozul, used in site, drawing, installation or coordination contexts.",fluid mechanics
orifice plate,"A mechanical term meaning orifis plakası, used in site, drawing, installation or coordination contexts.",fluid mechanics
venturi meter,"A mechanical term meaning venturi ölçer, used in site, drawing, installation or coordination contexts.",fluid mechanics
flow meter,"A mechanical term meaning debi metre, used in site, drawing, installation or coordination contexts.",fluid mechanics
static pressure,"A mechanical term meaning statik basınç, used in site, drawing, installation or coordination contexts.",fluid mechanics
dynamic pressure,"A mechanical term meaning dinamik basınç, used in site, drawing, installation or coordination contexts.",fluid mechanics
stagnation pressure,"A mechanical term meaning durgunluk basıncı, used in site, drawing, installation or coordination contexts.",fluid mechanics
fluid density,"A mechanical term meaning akışkan yoğunluğu, used in site, drawing, installation or coordination contexts.",fluid mechanics
surface tension,"A mechanical term meaning yüzey gerilimi, used in site, drawing, installation or coordination contexts.",fluid mechanics
open channel flow,"A mechanical term meaning açık kanal akışı, used in site, drawing, installation or coordination contexts.",fluid mechanics
water hammer,"A mechanical term meaning su darbesi, used in site, drawing, installation or coordination contexts.",fluid mechanics
pump curve,"A mechanical term meaning pompa eğrisi, used in site, drawing, installation or coordination contexts.",fluid mechanics
computational fluid dynamics,"A mechanical term meaning hesaplamalı akışkanlar dinamiği, used in site, drawing, installation or coordination contexts.",fluid mechanics
mould,"A mechanical term meaning kalıp, used in site, drawing, installation or coordination contexts.",casting & forging
casting,"A mechanical term meaning döküm, used in site, drawing, installation or coordination contexts.",casting & forging
sand casting,"A mechanical term meaning kum kalıba döküm, used in site, drawing, installation or coordination contexts.",casting & forging
die casting,"A mechanical term meaning basınçlı döküm, used in site, drawing, installation or coordination contexts.",casting & forging
investment casting,"A mechanical term meaning hassas döküm, used in site, drawing, installation or coordination contexts.",casting & forging
forging,"A mechanical term meaning dövme, used in site, drawing, installation or coordination contexts.",casting & forging
hot forging,"A mechanical term meaning sıcak dövme, used in site, drawing, installation or coordination contexts.",casting & forging
cold forging,"A mechanical term meaning soğuk dövme, used in site, drawing, installation or coordination contexts.",casting & forging
extrusion,"A mechanical term meaning ekstrüzyon, used in site, drawing, installation or coordination contexts.",casting & forging
rolling process,"A mechanical term meaning haddeleme işlemi, used in site, drawing, installation or coordination contexts.",casting & forging
shrinkage,"A mechanical term meaning büzülme, used in site, drawing, installation or coordination contexts.",casting & forging
porosity,"A mechanical term meaning gözeneklilik, used in site, drawing, installation or coordination contexts.",casting & forging
riser,"A mechanical term meaning besleyici (döküm), used in site, drawing, installation or coordination contexts.",casting & forging
gating system,"A mechanical term meaning yolluk sistemi, used in site, drawing, installation or coordination contexts.",casting & forging
solidification,"A mechanical term meaning katılaşma, used in site, drawing, installation or coordination contexts.",casting & forging
grain structure,"A mechanical term meaning tane yapısı, used in site, drawing, installation or coordination contexts.",casting & forging
die,"A mechanical term meaning kalıp (dövme), used in site, drawing, installation or coordination contexts.",casting & forging
flash removal,"A mechanical term meaning çapak alma, used in site, drawing, installation or coordination contexts.",casting & forging
hot chamber machine,"A mechanical term meaning sıcak hazneli makine, used in site, drawing, installation or coordination contexts.",casting & forging
cold chamber machine,"A mechanical term meaning soğuk hazneli makine, used in site, drawing, installation or coordination contexts.",casting & forging
cutting,"A mechanical term meaning kesme, used in site, drawing, installation or coordination contexts.",machining
drilling,"A mechanical term meaning delme, used in site, drawing, installation or coordination contexts.",machining
milling,"A mechanical term meaning frezeleme, used in site, drawing, installation or coordination contexts.",machining
turning,"A mechanical term meaning tornalama, used in site, drawing, installation or coordination contexts.",machining
grinding,"A mechanical term meaning taşlama, used in site, drawing, installation or coordination contexts.",machining
boring,"A mechanical term meaning delik büyütme, used in site, drawing, installation or coordination contexts.",machining
reaming,"A mechanical term meaning rayba çekme, used in site, drawing, installation or coordination contexts.",machining
tapping,"A mechanical term meaning diş açma (delik), used in site, drawing, installation or coordination contexts.",machining
threading,"A mechanical term meaning diş çekme, used in site, drawing, installation or coordination contexts.",machining
cutting speed,"A mechanical term meaning kesme hızı, used in site, drawing, installation or coordination contexts.",machining
feed rate,"A mechanical term meaning ilerleme hızı, used in site, drawing, installation or coordination contexts.",machining
depth of cut,"A mechanical term meaning talaş derinliği, used in site, drawing, installation or coordination contexts.",machining
tool wear,"A mechanical term meaning takım aşınması, used in site, drawing, installation or coordination contexts.",machining
chip formation,"A mechanical term meaning talaş oluşumu, used in site, drawing, installation or coordination contexts.",machining
surface roughness,"A mechanical term meaning yüzey pürüzlülüğü, used in site, drawing, installation or coordination contexts.",machining
workpiece,"A mechanical term meaning iş parçası, used in site, drawing, installation or coordination contexts.",machining
fixture,"A mechanical term meaning bağlama aparatı, used in site, drawing, installation or coordination contexts.",machining
jig,"A mechanical term meaning kılavuz aparat, used in site, drawing, installation or coordination contexts.",machining
spindle speed,"A mechanical term meaning iş mili hızı, used in site, drawing, installation or coordination contexts.",machining
machining tolerance,"A mechanical term meaning işleme toleransı, used in site, drawing, installation or coordination contexts.",machining
burr,"A mechanical term meaning çapak, used in site, drawing, installation or coordination contexts.",machining
end mill,"A mechanical term meaning parmak freze, used in site, drawing, installation or coordination contexts.",machining
lathe,"A mechanical term meaning torna tezgahı, used in site, drawing, installation or coordination contexts.",machining
milling cutter,"A mechanical term meaning freze bıçağı, used in site, drawing, installation or coordination contexts.",machining
indexable insert,"A mechanical term meaning değiştirilebilir uç, used in site, drawing, installation or coordination contexts.",machining
high-speed machining,"A mechanical term meaning yüksek hızlı işleme, used in site, drawing, installation or coordination contexts.",machining
electrical discharge machining,"A mechanical term meaning elektro erozyon ile işleme, used in site, drawing, installation or coordination contexts.",machining
laser cutting,"A mechanical term meaning lazer kesim, used in site, drawing, installation or coordination contexts.",machining
weld,"A mechanical term meaning kaynak, used in site, drawing, installation or coordination contexts.",welding
welder,"A mechanical term meaning kaynakçı, used in site, drawing, installation or coordination contexts.",welding
welding rod,"A mechanical term meaning kaynak elektrodu, used in site, drawing, installation or coordination contexts.",welding
arc welding,"A mechanical term meaning ark kaynağı, used in site, drawing, installation or coordination contexts.",welding
MIG welding,"A mechanical term meaning MIG kaynağı, used in site, drawing, installation or coordination contexts.",welding
TIG welding,"A mechanical term meaning TIG kaynağı, used in site, drawing, installation or coordination contexts.",welding
spot welding,"A mechanical term meaning punta kaynağı, used in site, drawing, installation or coordination contexts.",welding
weld seam,"A mechanical term meaning kaynak dikişi, used in site, drawing, installation or coordination contexts.",welding
weld penetration,"A mechanical term meaning kaynak nüfuziyeti, used in site, drawing, installation or coordination contexts.",welding
weld defect,"A mechanical term meaning kaynak hatası, used in site, drawing, installation or coordination contexts.",welding
porosity in weld,"A mechanical term meaning kaynakta gözeneklilik, used in site, drawing, installation or coordination contexts.",welding
undercut,"A mechanical term meaning yanma oluğu, used in site, drawing, installation or coordination contexts.",welding
heat-affected zone,"A mechanical term meaning ısıdan etkilenen bölge, used in site, drawing, installation or coordination contexts.",welding
filler metal,"A mechanical term meaning dolgu metali, used in site, drawing, installation or coordination contexts.",welding
shielding gas,"A mechanical term meaning koruyucu gaz, used in site, drawing, installation or coordination contexts.",welding
weld inspection,"A mechanical term meaning kaynak muayenesi, used in site, drawing, installation or coordination contexts.",welding
non-destructive testing,"A mechanical term meaning tahribatsız muayene, used in site, drawing, installation or coordination contexts.",welding
ultrasonic testing,"A mechanical term meaning ultrasonik muayene, used in site, drawing, installation or coordination contexts.",welding
radiographic testing,"A mechanical term meaning radyografik muayene, used in site, drawing, installation or coordination contexts.",welding
weld procedure specification,"A mechanical term meaning kaynak prosedürü şartnamesi, used in site, drawing, installation or coordination contexts.",welding
welder qualification,"A mechanical term meaning kaynakçı yeterliliği, used in site, drawing, installation or coordination contexts.",welding
brazing,"A mechanical term meaning sert lehimleme, used in site, drawing, installation or coordination contexts.",welding
soldering,"A mechanical term meaning yumuşak lehimleme, used in site, drawing, installation or coordination contexts.",welding
fillet weld,"A mechanical term meaning köşe kaynağı, used in site, drawing, installation or coordination contexts.",welding
butt weld,"A mechanical term meaning alın kaynağı, used in site, drawing, installation or coordination contexts.",welding
metal,"A mechanical term meaning metal, used in site, drawing, installation or coordination contexts.",materials & metallurgy
steel,"A mechanical term meaning çelik, used in site, drawing, installation or coordination contexts.",materials & metallurgy
iron,"A mechanical term meaning demir, used in site, drawing, installation or coordination contexts.",materials & metallurgy
aluminium,"A mechanical term meaning alüminyum, used in site, drawing, installation or coordination contexts.",materials & metallurgy
alloy,"A mechanical term meaning alaşım, used in site, drawing, installation or coordination contexts.",materials & metallurgy
carbon steel,"A mechanical term meaning karbon çelik, used in site, drawing, installation or coordination contexts.",materials & metallurgy
stainless steel,"A mechanical term meaning paslanmaz çelik, used in site, drawing, installation or coordination contexts.",materials & metallurgy
cast iron,"A mechanical term meaning dökme demir, used in site, drawing, installation or coordination contexts.",materials & metallurgy
hardness,"A mechanical term meaning sertlik, used in site, drawing, installation or coordination contexts.",materials & metallurgy
tensile strength,"A mechanical term meaning çekme mukavemeti, used in site, drawing, installation or coordination contexts.",materials & metallurgy
yield strength,"A mechanical term meaning akma mukavemeti, used in site, drawing, installation or coordination contexts.",materials & metallurgy
ductility,"A mechanical term meaning süneklik, used in site, drawing, installation or coordination contexts.",materials & metallurgy
brittleness,"A mechanical term meaning kırılganlık, used in site, drawing, installation or coordination contexts.",materials & metallurgy
fatigue strength,"A mechanical term meaning yorulma mukavemeti, used in site, drawing, installation or coordination contexts.",materials & metallurgy
corrosion resistance,"A mechanical term meaning korozyon direnci, used in site, drawing, installation or coordination contexts.",materials & metallurgy
heat treatment,"A mechanical term meaning ısıl işlem, used in site, drawing, installation or coordination contexts.",materials & metallurgy
annealing,"A mechanical term meaning tavlama, used in site, drawing, installation or coordination contexts.",materials & metallurgy
quenching,"A mechanical term meaning su verme, used in site, drawing, installation or coordination contexts.",materials & metallurgy
tempering,"A mechanical term meaning temperleme, used in site, drawing, installation or coordination contexts.",materials & metallurgy
case hardening,"A mechanical term meaning yüzey sertleştirme, used in site, drawing, installation or coordination contexts.",materials & metallurgy
microstructure,"A mechanical term meaning mikroyapı, used in site, drawing, installation or coordination contexts.",materials & metallurgy
grain boundary,"A mechanical term meaning tane sınırı, used in site, drawing, installation or coordination contexts.",materials & metallurgy
alloying element,"A mechanical term meaning alaşım elementi, used in site, drawing, installation or coordination contexts.",materials & metallurgy
elastic modulus,"A mechanical term meaning elastik modül, used in site, drawing, installation or coordination contexts.",materials & metallurgy
Young's modulus,"A mechanical term meaning Young modülü, used in site, drawing, installation or coordination contexts.",materials & metallurgy
Poisson's ratio,"A mechanical term meaning Poisson oranı, used in site, drawing, installation or coordination contexts.",materials & metallurgy
creep resistance,"A mechanical term meaning sünme direnci, used in site, drawing, installation or coordination contexts.",materials & metallurgy
composite material,"A mechanical term meaning kompozit malzeme, used in site, drawing, installation or coordination contexts.",materials & metallurgy
polymer,"A mechanical term meaning polimer, used in site, drawing, installation or coordination contexts.",materials & metallurgy
thermoplastic,"A mechanical term meaning termoplastik, used in site, drawing, installation or coordination contexts.",materials & metallurgy
thermosetting plastic,"A mechanical term meaning termoset plastik, used in site, drawing, installation or coordination contexts.",materials & metallurgy
ceramic material,"A mechanical term meaning seramik malzeme, used in site, drawing, installation or coordination contexts.",materials & metallurgy
material certificate,"A mechanical term meaning malzeme sertifikası, used in site, drawing, installation or coordination contexts.",materials & metallurgy
mill test certificate,"A mechanical term meaning fabrika test sertifikası, used in site, drawing, installation or coordination contexts.",materials & metallurgy
metallurgical testing,"A mechanical term meaning metalurjik test, used in site, drawing, installation or coordination contexts.",materials & metallurgy
phase diagram,"A mechanical term meaning faz diyagramı, used in site, drawing, installation or coordination contexts.",materials & metallurgy
crystalline structure,"A mechanical term meaning kristal yapı, used in site, drawing, installation or coordination contexts.",materials & metallurgy
nondestructive material testing,"A mechanical term meaning tahribatsız malzeme muayenesi, used in site, drawing, installation or coordination contexts.",materials & metallurgy
galvanic corrosion,"A mechanical term meaning galvanik korozyon, used in site, drawing, installation or coordination contexts.",materials & metallurgy
passivation,"A mechanical term meaning pasivasyon, used in site, drawing, installation or coordination contexts.",materials & metallurgy
hot-dip galvanising,"A mechanical term meaning sıcak daldırma galvaniz, used in site, drawing, installation or coordination contexts.",materials & metallurgy
surface coating,"A mechanical term meaning yüzey kaplaması, used in site, drawing, installation or coordination contexts.",materials & metallurgy
powder coating,"A mechanical term meaning toz boya kaplama, used in site, drawing, installation or coordination contexts.",materials & metallurgy
anodising,"A mechanical term meaning anodizasyon, used in site, drawing, installation or coordination contexts.",materials & metallurgy
material traceability,"A mechanical term meaning malzeme izlenebilirliği, used in site, drawing, installation or coordination contexts.",materials & metallurgy
chemical composition report,"A mechanical term meaning kimyasal bileşim raporu, used in site, drawing, installation or coordination contexts.",materials & metallurgy
gear,"A mechanical term meaning dişli, used in site, drawing, installation or coordination contexts.",gears & machine design
spur gear,"A mechanical term meaning düz dişli, used in site, drawing, installation or coordination contexts.",gears & machine design
helical gear,"A mechanical term meaning helisel dişli, used in site, drawing, installation or coordination contexts.",gears & machine design
bevel gear,"A mechanical term meaning konik dişli, used in site, drawing, installation or coordination contexts.",gears & machine design
worm gear,"A mechanical term meaning sonsuz dişli, used in site, drawing, installation or coordination contexts.",gears & machine design
gearbox,"A mechanical term meaning dişli kutusu, used in site, drawing, installation or coordination contexts.",gears & machine design
gear ratio,"A mechanical term meaning dişli oranı, used in site, drawing, installation or coordination contexts.",gears & machine design
module (gear),"A mechanical term meaning modül (dişli), used in site, drawing, installation or coordination contexts.",gears & machine design
pitch circle,"A mechanical term meaning bölüm dairesi, used in site, drawing, installation or coordination contexts.",gears & machine design
backlash,"A mechanical term meaning boşluk (dişli), used in site, drawing, installation or coordination contexts.",gears & machine design
planetary gear,"A mechanical term meaning gezegen dişli, used in site, drawing, installation or coordination contexts.",gears & machine design
