term,definition,isTechnical,label
incident report,"A professional workplace term meaning olay raporu, used in reports, meetings, emails or project coordination.",False,0
insulation resistance report,"A professional workplace term meaning izolasyon direnci raporu, used in reports, meetings, emails or project coordination.",False,0
integrated system report,"A professional workplace term meaning entegre sistem raporu, used in reports, meetings, emails or project coordination.",False,0
load bank report,"A finance/admin term meaning yük bankası raporu, used for payments, salary, banking, tax, visa or document communication.",False,0
load schedule review,"A professional workplace term meaning yük cetveli incelemesi, used in reports, meetings, emails or project coordination.",False,0
load schedule status,"A professional workplace term meaning yük cetveli durumu, used in reports, meetings, emails or project coordination.",False,0
monthly report,"A professional workplace term meaning aylık rapor, used in reports, meetings, emails or project coordination.",False,0
no load report,"A professional workplace term meaning yüksüz raporu, used in reports, meetings, emails or project coordination.",False,0
patching schedule,"A professional workplace term meaning patch programı, used in reports, meetings, emails or project coordination.",False,0
performance report,"A professional workplace term meaning performans raporu, used in reports, meetings, emails or project coordination.",False,0
phase sequence report,"A professional workplace term meaning faz sırası raporu, used in reports, meetings, emails or project coordination.",False,0
polarity report,"A professional workplace term meaning polarite raporu, used in reports, meetings, emails or project coordination.",False,0
pressure transmitter report,"A professional workplace term meaning basınç transmitteri raporu, used in reports, meetings, emails or project coordination.",False,0
pressure transmitter schedule,"A professional workplace term meaning basınç transmitteri programı/cetveli, used in reports, meetings, emails or project coordination.",False,0
progress report,"A professional workplace term meaning ilerleme raporu, used in reports, meetings, emails or project coordination.",False,0
project cost control,"A finance/admin term meaning proje cost kontrolü, used for payments, salary, banking, tax, visa or document communication.",False,0
project document control,"A professional workplace term meaning proje document kontrolü, used in reports, meetings, emails or project coordination.",False,0
project technical submittal,"A professional workplace term meaning proje technical sunumu, used in reports, meetings, emails or project coordination.",False,0
site acceptance report,"A professional workplace term meaning saha kabul raporu, used in reports, meetings, emails or project coordination.",False,0
site document control,"A professional workplace term meaning saha/şantiye document kontrolü, used in reports, meetings, emails or project coordination.",False,0
thermal imaging report,"A professional workplace term meaning termal görüntüleme raporu, used in reports, meetings, emails or project coordination.",False,0
torque report,"A professional workplace term meaning tork raporu, used in reports, meetings, emails or project coordination.",False,0
transfer report,"A finance/admin term meaning transfer raporu, used for payments, salary, banking, tax, visa or document communication.",False,0
weekly report,"A professional workplace term meaning haftalık rapor, used in reports, meetings, emails or project coordination.",False,0
work schedule,"A professional workplace term meaning çalışma programı, used in reports, meetings, emails or project coordination.",False,0
arise,"A professional workplace term meaning ortaya çıkmak, used in reports, meetings, emails or project coordination.",False,0
aspect,"A professional workplace term meaning yön / husus, used in reports, meetings, emails or project coordination.",False,0
assumption,"A professional workplace term meaning varsayım, used in reports, meetings, emails or project coordination.",False,0
circumstance,"A professional workplace term meaning koşul / durum, used in reports, meetings, emails or project coordination.",False,0
externally,"An adverb meaning “harici olarak / dışarıdan”, used to describe how or when an action is done.",False,0
gradually,"An adverb meaning “kademeli olarak”, used to describe how or when an action is done.",False,0
indirectly,"An adverb meaning “dolaylı olarak”, used to describe how or when an action is done.",False,0
initially,"An adverb meaning “başlangıçta”, used to describe how or when an action is done.",False,0
internally,"An adverb meaning “dahili olarak”, used to describe how or when an action is done.",False,0
overall,"A professional workplace term meaning genel / toplam, used in reports, meetings, emails or project coordination.",False,0
partially,"An adverb meaning “kısmen”, used to describe how or when an action is done.",False,0
presence,"A professional workplace term meaning varlık / bulunma, used in reports, meetings, emails or project coordination.",False,0
primarily,"An adverb meaning “öncelikle / esas olarak”, used to describe how or when an action is done.",False,0
rapidly,"An adverb meaning “hızla”, used to describe how or when an action is done.",False,0
roughly,"An adverb meaning “kabaca”, used to describe how or when an action is done.",False,0
specifically,"An adverb meaning “özellikle”, used to describe how or when an action is done.",False,0
steadily,"An adverb meaning “istikrarlı şekilde”, used to describe how or when an action is done.",False,0
throughout,"A professional workplace term meaning boyunca / tamamında, used in reports, meetings, emails or project coordination.",False,0
allocate,"A professional workplace term meaning tahsis etmek, used in reports, meetings, emails or project coordination.",False,0
allocated,"A professional workplace term meaning tahsis edilmiş, used in reports, meetings, emails or project coordination.",False,0
allocating,"A professional workplace term meaning tahsis etme, used in reports, meetings, emails or project coordination.",False,0
allocation,"A professional workplace term meaning tahsis, used in reports, meetings, emails or project coordination.",False,0
demobilisation,"A professional workplace term meaning demobilizasyon, used in reports, meetings, emails or project coordination.",False,0
headcount,"A professional workplace term meaning personel sayısı, used in reports, meetings, emails or project coordination.",False,0
mobilisation,"A professional workplace term meaning mobilizasyon, used in reports, meetings, emails or project coordination.",False,0
mobilization,"A professional workplace term meaning mobilizasyon, used in reports, meetings, emails or project coordination.",False,0
mobilize,"A professional workplace term meaning mobilize etmek / sahaya sevk etmek, used in reports, meetings, emails or project coordination.",False,0
mobilized,"A professional workplace term meaning mobilize edilmiş, used in reports, meetings, emails or project coordination.",False,0
mobilizing,"A professional workplace term meaning mobilize etme / sahaya sevk etme, used in reports, meetings, emails or project coordination.",False,0
consequence,"A professional workplace term meaning sonuç, used in reports, meetings, emails or project coordination.",False,0
crisis,"A professional workplace term meaning kriz, used in reports, meetings, emails or project coordination.",False,0
mitigate,"A professional workplace term meaning azaltmak / önlem almak, used in reports, meetings, emails or project coordination.",False,0
mitigated,"A professional workplace term meaning azaltılmış, used in reports, meetings, emails or project coordination.",False,0
mitigating,"A professional workplace term meaning azaltma / önlem alma, used in reports, meetings, emails or project coordination.",False,0
mitigation,"A professional workplace term meaning önlem / azaltma, used in reports, meetings, emails or project coordination.",False,0
probability,"A professional workplace term meaning olasılık, used in reports, meetings, emails or project coordination.",False,0
recovery,"A professional workplace term meaning toparlanma / geri kazanım, used in reports, meetings, emails or project coordination.",False,0
uncertain,"A professional workplace term meaning belirsiz, used in reports, meetings, emails or project coordination.",False,0
uncertainty,"A professional workplace term meaning belirsizlik, used in reports, meetings, emails or project coordination.",False,0
authority,"A professional workplace term meaning yetkili kurum / otorite, used in reports, meetings, emails or project coordination.",False,0
committee,"A professional workplace term meaning komite, used in reports, meetings, emails or project coordination.",False,0
engagement,"An adjective meaning “katılım / etkileşim”, used to describe a condition, issue, status or requirement.",False,0
expertise,"A professional workplace term meaning uzmanlık, used in reports, meetings, emails or project coordination.",False,0
specification,"A qa qc term meaning şartname / teknik şartname, used in inspections, testing, safety or handover communication.",True,1
specify,"A qa qc term meaning şartnamede belirtmek, used in inspections, testing, safety or handover communication.",True,1
battery checklist,"A qa qc term meaning akü kontrol listesi, used in inspections, testing, safety or handover communication.",True,1
gas detector checklist,"A qa qc term meaning gaz dedektörü kontrol listesi, used in inspections, testing, safety or handover communication.",True,1
visually,"An adverb meaning “görsel olarak”, used to describe how or when an action is done.",True,1
witness,"A qa qc term meaning şahit / şahit olmak, used in inspections, testing, safety or handover communication.",True,1
witnessed,"A qa qc term meaning şahitlik edilmiş, used in inspections, testing, safety or handover communication.",True,1
witnessing,"A qa qc term meaning şahitlik etme / testte bulunma, used in inspections, testing, safety or handover communication.",True,1
caliper,"A qa qc term meaning kumpas, used in inspections, testing, safety or handover communication.",True,1
assurance,"A qa qc term meaning güvence, used in inspections, testing, safety or handover communication.",True,1
accuracy,"A qa qc term meaning doğruluk / hassasiyet, used in inspections, testing, safety or handover communication.",True,1
alignment,"An adjective meaning “hizalama”, used to describe a condition, issue, status or requirement.",True,1
analytical,"An adjective meaning “analitik”, used to describe a condition, issue, status or requirement.",True,1
assess,"A qa qc term meaning değerlendirmek, used in inspections, testing, safety or handover communication.",True,1
assessment,"An adjective meaning “değerlendirme”, used to describe a condition, issue, status or requirement.",True,1
audit,"A qa qc term meaning denetim, used in inspections, testing, safety or handover communication.",True,1
audited,"A qa qc term meaning denetlenmiş, used in inspections, testing, safety or handover communication.",True,1
auditting,"A qa qc term meaning denetleme, used in inspections, testing, safety or handover communication.",True,1
battery inspection,"A qa qc term meaning akü kontrolü, used in inspections, testing, safety or handover communication.",True,1
classify,"A qa qc term meaning sınıflandırmak, used in inspections, testing, safety or handover communication.",True,1
compatible,"An adjective meaning “uyumlu”, used to describe a condition, issue, status or requirement.",True,1
consistency,"A qa qc term meaning tutarlılık, used in inspections, testing, safety or handover communication.",True,1
contamination,"A qa qc term meaning kirlenme / kontaminasyon, used in inspections, testing, safety or handover communication.",True,1
CRAC unit inspection,"A qa qc term meaning CRAC ünitesi kontrolü, used in inspections, testing, safety or handover communication.",True,1
defect,"A qa qc term meaning kusur / hata, used in inspections, testing, safety or handover communication.",True,1
defective,"An adjective meaning “kusurlu / arızalı”, used to describe a condition, issue, status or requirement.",True,1
deficiency,"A qa qc term meaning eksiklik, used in inspections, testing, safety or handover communication.",True,1
deviation,"A qa qc term meaning sapma, used in inspections, testing, safety or handover communication.",True,1
distinct,"A qa qc term meaning ayrı / belirgin, used in inspections, testing, safety or handover communication.",True,1
evaluate,"A qa qc term meaning değerlendirmek, used in inspections, testing, safety or handover communication.",True,1
evaluated,"A qa qc term meaning değerlendirilmiş, used in inspections, testing, safety or handover communication.",True,1
evaluating,"A qa qc term meaning değerlendirme, used in inspections, testing, safety or handover communication.",True,1
evaluation,"A qa qc term meaning değerlendirme, used in inspections, testing, safety or handover communication.",True,1
evidence,"A qa qc term meaning kanıt, used in inspections, testing, safety or handover communication.",True,1
firmly,"An adverb meaning “sıkıca / kararlı şekilde”, used to describe how or when an action is done.",True,1
gas detector inspection,"A qa qc term meaning gaz dedektörü kontrolü, used in inspections, testing, safety or handover communication.",True,1
genuine,"A qa qc term meaning gerçek / samimi, used in inspections, testing, safety or handover communication.",True,1
housekeeping inspection,"A qa qc term meaning saha düzeni kontrolü, used in inspections, testing, safety or handover communication.",True,1
inadequate,"A qa qc term meaning yetersiz, used in inspections, testing, safety or handover communication.",True,1
inappropriate,"A qa qc term meaning uygunsuz, used in inspections, testing, safety or handover communication.",True,1
inspection pits,"A qa qc term meaning kontrol / muayene pits, used in inspections, testing, safety or handover communication.",True,1
inspection request review,"A qa qc term meaning muayene talebi incelemesi, used in inspections, testing, safety or handover communication.",True,1
inspection request status,"A qa qc term meaning muayene talebi durumu, used in inspections, testing, safety or handover communication.",True,1
inspection testing,"A qa qc term meaning kontrol / muayene test etme, used in inspections, testing, safety or handover communication.",True,1
investigate,"A qa qc term meaning araştırmak / soruşturmak, used in inspections, testing, safety or handover communication.",True,1
investigation,"A qa qc term meaning araştırma / soruşturma, used in inspections, testing, safety or handover communication.",True,1
ITP,ITP is an acronym used in qa qc communication.,True,1
loosely,"An adverb meaning “gevşek şekilde”, used to describe how or when an action is done.",True,1
mismatch,"A qa qc term meaning uyumsuzluk, used in inspections, testing, safety or handover communication.",True,1
precise,"A qa qc term meaning kesin / hassas, used in inspections, testing, safety or handover communication.",True,1
pressure transmitter inspection,"A qa qc term meaning basınç transmitteri kontrolü, used in inspections, testing, safety or handover communication.",True,1
project inspection request,"A qa qc term meaning proje kontrol talep, used in inspections, testing, safety or handover communication.",True,1
project quality control,"A qa qc term meaning proje quality kontrolü, used in inspections, testing, safety or handover communication.",True,1
rectification,"A qa qc term meaning düzeltme / giderme, used in inspections, testing, safety or handover communication.",True,1
rectified,"A qa qc term meaning giderilmiş, used in inspections, testing, safety or handover communication.",True,1
rectify,"A qa qc term meaning düzeltmek / gidermek, used in inspections, testing, safety or handover communication.",True,1
rectifying,"A qa qc term meaning düzeltme / giderme, used in inspections, testing, safety or handover communication.",True,1
site inspection request,"A qa qc term meaning saha/şantiye kontrol talep, used in inspections, testing, safety or handover communication.",True,1
site quality control,"A qa qc term meaning saha/şantiye quality kontrolü, used in inspections, testing, safety or handover communication.",True,1
suitability,"A qa qc term meaning uygunluk, used in inspections, testing, safety or handover communication.",True,1
thorough,"A qa qc term meaning kapsamlı / titiz, used in inspections, testing, safety or handover communication.",True,1
tolerance,"A qa qc term meaning tolerans, used in inspections, testing, safety or handover communication.",True,1
unfit,"A qa qc term meaning uygunsuz / elverişsiz, used in inspections, testing, safety or handover communication.",True,1
validate,"A qa qc term meaning doğrulamak, used in inspections, testing, safety or handover communication.",True,1
validated,"A qa qc term meaning doğrulanmış, used in inspections, testing, safety or handover communication.",True,1
validating,"A qa qc term meaning doğrulama, used in inspections, testing, safety or handover communication.",True,1
validation,"A qa qc term meaning doğrulama, used in inspections, testing, safety or handover communication.",True,1
workmanship,"A qa qc term meaning işçilik kalitesi, used in inspections, testing, safety or handover communication.",True,1
accreditation,"A qa qc term meaning akreditasyon, used in inspections, testing, safety or handover communication.",True,1
accredited,"A qa qc term meaning akredite, used in inspections, testing, safety or handover communication.",True,1
adequate,"A qa qc term meaning yeterli, used in inspections, testing, safety or handover communication.",True,1
adequately,"An adverb meaning “yeterli şekilde”, used to describe how or when an action is done.",True,1
applicable,"An adjective meaning “uygulanabilir”, used to describe a condition, issue, status or requirement.",True,1
appropriate,"A qa qc term meaning uygun, used in inspections, testing, safety or handover communication.",True,1
appropriately,"An adverb meaning “uygun şekilde”, used to describe how or when an action is done.",True,1
capable,"An adjective meaning “yapabilir / yeterli”, used to describe a condition, issue, status or requirement.",True,1
characteristic,"An adjective meaning “özellik / karakteristik”, used to describe a condition, issue, status or requirement.",True,1
classification,"A qa qc term meaning sınıflandırma, used in inspections, testing, safety or handover communication.",True,1
compliance,"A qa qc term meaning uygunluk, used in inspections, testing, safety or handover communication.",True,1
compliant,"An adjective meaning “uygun”, used to describe a condition, issue, status or requirement.",True,1
comply,"An adverb meaning “uygun olmak”, used to describe how or when an action is done.",True,1
complying,"A qa qc term meaning uygun olma, used in inspections, testing, safety or handover communication.",True,1
conformity,"A qa qc term meaning uygunluk, used in inspections, testing, safety or handover communication.",True,1
criteria,"A qa qc term meaning kriterler, used in inspections, testing, safety or handover communication.",True,1
exceed,"A qa qc term meaning aşmak, used in inspections, testing, safety or handover communication.",True,1
guideline,"A qa qc term meaning kılavuz / rehber, used in inspections, testing, safety or handover communication.",True,1
regulation,"A qa qc term meaning yönetmelik, used in inspections, testing, safety or handover communication.",True,1
strict,"A qa qc term meaning katı / sıkı, used in inspections, testing, safety or handover communication.",True,1
strictly,"An adverb meaning “kesinlikle / sıkı şekilde”, used to describe how or when an action is done.",True,1
sufficient,"An adjective meaning “yeterli”, used to describe a condition, issue, status or requirement.",True,1
trial,"An adjective meaning “deneme / dava”, used to describe a condition, issue, status or requirement.",True,1
floor electrical rooms,"A architecture term meaning kat / zemin elektriksel / elektrik rooms, used in site, drawing, installation or coordination contexts.",True,1
hospital security room,"A architecture term meaning hastane güvenlik odası, used in site, drawing, installation or coordination contexts.",True,1
mechanical plant rooms,"A architecture term meaning mekanik tesis / santral rooms, used in site, drawing, installation or coordination contexts.",True,1
wayfinding,"A architecture term meaning yön bulma / yönlendirme, used in site, drawing, installation or coordination contexts.",True,1
adjacency,"A architecture term meaning bitişiklik / komşuluk, used in site, drawing, installation or coordination contexts.",True,1
soffit,"A civil term meaning döşeme alt yüzeyi, used in site, drawing, installation or coordination contexts.",True,1
deflection,"A civil term meaning sehim / sapma, used in site, drawing, installation or coordination contexts.",True,1
mesh,"A civil term meaning örgü / tel örgü, used in site, drawing, installation or coordination contexts.",True,1
perforated,"A civil term meaning delikli, used in site, drawing, installation or coordination contexts.",True,1
galvanized steel conduits,"A civil term meaning galvanizli çelik conduits, used in site, drawing, installation or coordination contexts.",True,1
satin stainless steel,"A civil term meaning saten paslanmaz çelik, used in site, drawing, installation or coordination contexts.",True,1
chamfer,"A civil term meaning pah / pah kırmak, used in site, drawing, installation or coordination contexts.",True,1
embankment,"An adjective meaning “dolgu şev / set”, used to describe a condition, issue, status or requirement.",True,1
elastomeric,"An adjective meaning “elastomerik”, used to describe a condition, issue, status or requirement.",True,1
impermeable,"An adjective meaning “geçirimsiz”, used to describe a condition, issue, status or requirement.",True,1
passivation,"A civil term meaning pasivasyon, used in site, drawing, installation or coordination contexts.",True,1
levelness,"A civil term meaning terazi / düzlemsellik, used in site, drawing, installation or coordination contexts.",True,1
verticality,"A civil term meaning düşeylik, used in site, drawing, installation or coordination contexts.",True,1
cantilever,"A civil term meaning konsol çıkma, used in site, drawing, installation or coordination contexts.",True,1
stiffness,"A civil term meaning rijitlik, used in site, drawing, installation or coordination contexts.",True,1
inhibit,"A commissioning term meaning engellemek / bastırmak, used in inspections, testing, safety or handover communication.",True,1
synchronization,"A commissioning term meaning senkronizasyon, used in inspections, testing, safety or handover communication.",True,1
synchronize,"A commissioning term meaning senkronize etmek, used in inspections, testing, safety or handover communication.",True,1
synchronized,"A commissioning term meaning senkronize edilmiş, used in inspections, testing, safety or handover communication.",True,1
synchronizing,"A commissioning term meaning senkronize etme, used in inspections, testing, safety or handover communication.",True,1
sequentially,"An adverb meaning “sıralı olarak”, used to describe how or when an action is done.",True,1
thermography,"A commissioning term meaning termografi, used in inspections, testing, safety or handover communication.",True,1
torquemeter,"A commissioning term meaning torkmetre, used in inspections, testing, safety or handover communication.",True,1
headend,"A electrical term meaning merkez ekipmanı / head-end, used in site, drawing, installation or coordination contexts.",True,1
topology,"A electrical term meaning topoloji, used in site, drawing, installation or coordination contexts.",True,1
autonomy,"A electrical term meaning yedekleme süresi / otonomi, used in site, drawing, installation or coordination contexts.",True,1
uninterruptible,"An adjective meaning “kesintisiz”, used to describe a condition, issue, status or requirement.",True,1
modbus,"A electrical term meaning Modbus / haberleşme protokolü, used in site, drawing, installation or coordination contexts.",True,1
bacnet,"A electrical term meaning BACnet / bina otomasyon haberleşme protokolü, used in site, drawing, installation or coordination contexts.",True,1
knx,"A electrical term meaning KNX / bina otomasyon protokolü, used in site, drawing, installation or coordination contexts.",True,1
ampacity,"A electrical term meaning akım taşıma kapasitesi, used in site, drawing, installation or coordination contexts.",True,1
concentric,"An adjective meaning “konsantrik”, used to describe a condition, issue, status or requirement.",True,1
derating,"A electrical term meaning kapasite düşürme / derating, used in site, drawing, installation or coordination contexts.",True,1
GSM,GSM is an acronym used in electrical communication.,True,1
IT,IT is an acronym used in electrical communication.,True,1
telecommunication,"A electrical term meaning telekomünikasyon, used in site, drawing, installation or coordination contexts.",True,1
Wi-Fi,"A electrical term meaning Wi-Fi / kablosuz ağ, used in site, drawing, installation or coordination contexts.",True,1
amplification,"A electrical term meaning yükseltme, used in site, drawing, installation or coordination contexts.",True,1
equalizer,"A electrical term meaning eşitleyici, used in site, drawing, installation or coordination contexts.",True,1
lamination,"A electrical term meaning laminasyon / sac paket, used in site, drawing, installation or coordination contexts.",True,1
rectifier,"A electrical term meaning redresör / doğrultucu, used in site, drawing, installation or coordination contexts.",True,1
bypassable,"An adjective meaning “baypas edilebilir”, used to describe a condition, issue, status or requirement.",True,1
hardwired,"A electrical term meaning kablolu bağlı, used in site, drawing, installation or coordination contexts.",True,1
decentralized,"A electrical term meaning dağıtık / merkezi olmayan, used in site, drawing, installation or coordination contexts.",True,1
cathodic,"An adjective meaning “katodik”, used to describe a condition, issue, status or requirement.",True,1
fault tolerance,"A electrical term meaning arıza toleransı, used in site, drawing, installation or coordination contexts.",True,1
RPP,RPP is an acronym used in electrical communication.,True,1
earthing-ready,"A electrical term meaning topraklamaya hazır, used in site, drawing, installation or coordination contexts.",True,1
equipotential,"An adjective meaning “eşpotansiyel”, used to describe a condition, issue, status or requirement.",True,1
exothermic,"An adjective meaning “ekzotermik”, used to describe a condition, issue, status or requirement.",True,1
solidly,"An adverb meaning “sağlam şekilde / doğrudan”, used to describe how or when an action is done.",True,1
busway,"A electrical term meaning bara kanalı, used in site, drawing, installation or coordination contexts.",True,1
cabling,"A electrical term meaning kablolama, used in site, drawing, installation or coordination contexts.",True,1
cord,"A electrical term meaning kordon / kablo, used in site, drawing, installation or coordination contexts.",True,1
governor,"A electrical term meaning hız regülatörü, used in site, drawing, installation or coordination contexts.",True,1
ICU,ICU is an acronym used in electrical communication.,True,1
instrument,"An adjective meaning “enstrüman / ölçü cihazı”, used to describe a condition, issue, status or requirement.",True,1
intercom,"A electrical term meaning interkom, used in site, drawing, installation or coordination contexts.",True,1
jockey,"A electrical term meaning jokey pompa, used in site, drawing, installation or coordination contexts.",True,1
microprocessor,"A electrical term meaning mikroişlemci, used in site, drawing, installation or coordination contexts.",True,1
mimic,"An adjective meaning “mimik pano / taklit diyagram”, used to describe a condition, issue, status or requirement.",True,1
override,"A electrical term meaning manuel geçersiz kılma / override, used in site, drawing, installation or coordination contexts.",True,1
pair,"A electrical term meaning çift, used in site, drawing, installation or coordination contexts.",True,1
regulator,"A electrical term meaning regülatör / hız sınırlayıcı, used in site, drawing, installation or coordination contexts.",True,1
screened,"A electrical term meaning ekranlı, used in site, drawing, installation or coordination contexts.",True,1
shielded,"A electrical term meaning ekranlı / zırhlı, used in site, drawing, installation or coordination contexts.",True,1
string,"A electrical term meaning dizi / akü stringi, used in site, drawing, installation or coordination contexts.",True,1
tagging,"A electrical term meaning etiketleme, used in site, drawing, installation or coordination contexts.",True,1
transmitter,"A electrical term meaning transmitter / verici, used in site, drawing, installation or coordination contexts.",True,1
truck,"A electrical term meaning çekmeceli şalter arabası, used in site, drawing, installation or coordination contexts.",True,1
twisted,"A electrical term meaning bükümlü, used in site, drawing, installation or coordination contexts.",True,1
CO,CO is an acronym used in electrical communication.,True,1
equalization,"A electrical term meaning eşpotansiyelleme, used in site, drawing, installation or coordination contexts.",True,1
monoxide,"A electrical term meaning monoksit, used in site, drawing, installation or coordination contexts.",True,1
optical,"An adjective meaning “optik”, used to describe a condition, issue, status or requirement.",True,1
PFC,PFC is an acronym used in electrical communication.,True,1
SF6,SF6 is an acronym used in electrical communication.,True,1
air circuit breaker,"A electrical term meaning açık tip güç kesicisi, used in site, drawing, installation or coordination contexts.",True,1
alarm control panel,"A electrical term meaning alarm kontrol paneli, used in site, drawing, installation or coordination contexts.",True,1
alarm system cables,"A electrical term meaning alarm sistem cables, used in site, drawing, installation or coordination contexts.",True,1
calculations transformer generator,"A electrical term meaning calculations trafo jeneratör, used in site, drawing, installation or coordination contexts.",True,1
campus-wide grounding network,"A electrical term meaning campus-wide topraklama ağ / şebeke, used in site, drawing, installation or coordination contexts.",True,1
CCTV card access,"A electrical term meaning CCTV kart geçiş, used in site, drawing, installation or coordination contexts.",True,1
concurrent maintainability,"A electrical term meaning eş zamanlı bakım yapılabilirlik, used in site, drawing, installation or coordination contexts.",True,1
dimmable lighting control,"A electrical term meaning dimmable aydınlatma kontrolü, used in site, drawing, installation or coordination contexts.",True,1
distribution cable ladders,"A electrical term meaning dağıtım kablo ladders, used in site, drawing, installation or coordination contexts.",True,1
distribution panel boards,"A electrical term meaning dağıtım pano boards, used in site, drawing, installation or coordination contexts.",True,1
elevator control panel,"A electrical term meaning asansör kontrol paneli, used in site, drawing, installation or coordination contexts.",True,1
emergency lighting system,"A electrical term meaning acil aydınlatma sistemi, used in site, drawing, installation or coordination contexts.",True,1
evacuation system cables,"A electrical term meaning tahliye sistem cables, used in site, drawing, installation or coordination contexts.",True,1
ff partially/dim lighting,"A electrical term meaning ff partially/dim aydınlatma, used in site, drawing, installation or coordination contexts.",True,1
floor distribution panelboards,"A electrical term meaning kat / zemin dağıtım panelboards, used in site, drawing, installation or coordination contexts.",True,1
galvanized cable trays,"A electrical term meaning galvanizli kablo trays, used in site, drawing, installation or coordination contexts.",True,1
generator synchronization,"A electrical term meaning jeneratör senkronizasyon, used in site, drawing, installation or coordination contexts.",True,1
generators diesel generator,"A electrical term meaning generators dizel jeneratör, used in site, drawing, installation or coordination contexts.",True,1
grounding system grounding,"A electrical term meaning topraklama sistem topraklama, used in site, drawing, installation or coordination contexts.",True,1
ladders cable ladders,"A electrical term meaning ladders kablo ladders, used in site, drawing, installation or coordination contexts.",True,1
lighting control system,"A electrical term meaning aydınlatma kontrol sistemi, used in site, drawing, installation or coordination contexts.",True,1
LV switchgear chillers,"A electrical term meaning AG şalt ekipmanı / hücre chillers, used in site, drawing, installation or coordination contexts.",True,1
MV switchgear rooms,"A electrical term meaning OG şalt ekipmanı / hücre rooms, used in site, drawing, installation or coordination contexts.",True,1
MV switchgear transformers,"A electrical term meaning OG şalt ekipmanı / hücre transformers, used in site, drawing, installation or coordination contexts.",True,1
smoke halogen-free cables,"A electrical term meaning duman halogen-free cables, used in site, drawing, installation or coordination contexts.",True,1
tn-s earthing system,"A electrical term meaning tn-s topraklama sistemi, used in site, drawing, installation or coordination contexts.",True,1
transformer differential,"A electrical term meaning trafo diferansiyel koruma, used in site, drawing, installation or coordination contexts.",True,1
transformer redundancy,"A electrical term meaning trafo yedeklilik, used in site, drawing, installation or coordination contexts.",True,1
transformers diesel generators,"A electrical term meaning transformers dizel generators, used in site, drawing, installation or coordination contexts.",True,1
UPS autonomy,"A electrical term meaning UPS yedekleme süresi / otonomi, used in site, drawing, installation or coordination contexts.",True,1
UPS distribution network,"A electrical term meaning UPS dağıtım ağ / şebeke, used in site, drawing, installation or coordination contexts.",True,1
UPS power sockets,"A electrical term meaning UPS güç sockets, used in site, drawing, installation or coordination contexts.",True,1
annunciator,"A electrical term meaning gösterge paneli / annunciator, used in site, drawing, installation or coordination contexts.",True,1
VESDA,VESDA is an acronym used in electrical communication.,True,1
flameproof,"A electrical term meaning alev sızdırmaz / explosion-proof, used in site, drawing, installation or coordination contexts.",True,1
bending-radius,"A electrical term meaning bükülme yarıçapı, used in site, drawing, installation or coordination contexts.",True,1
misroute,"A electrical term meaning yanlış güzergâhtan geçirmek, used in site, drawing, installation or coordination contexts.",True,1
prewired,"A electrical term meaning önceden kablolanmış, used in site, drawing, installation or coordination contexts.",True,1
routeable,"An adjective meaning “güzergâhı verilebilir”, used to describe a condition, issue, status or requirement.",True,1
segregate,"A electrical term meaning ayırmak / segregasyon yapmak, used in site, drawing, installation or coordination contexts.",True,1
segregation,"A electrical term meaning ayırma / segregasyon, used in site, drawing, installation or coordination contexts.",True,1
termination-ready,"A electrical term meaning terminasyona hazır, used in site, drawing, installation or coordination contexts.",True,1
transducer,"A electrical term meaning transdüser / dönüştürücü, used in site, drawing, installation or coordination contexts.",True,1
luminance,"A electrical term meaning parıltı / luminans, used in site, drawing, installation or coordination contexts.",True,1
air-terminal,"An adjective meaning “yakalama ucu”, used to describe a condition, issue, status or requirement.",True,1
downconductor,"A electrical term meaning iniş iletkeni, used in site, drawing, installation or coordination contexts.",True,1
dielectric,"An adjective meaning “dielektrik”, used to describe a condition, issue, status or requirement.",True,1
galvanic,"An adjective meaning “galvanik”, used to describe a condition, issue, status or requirement.",True,1
capacitance,"A electrical term meaning kapasitans, used in site, drawing, installation or coordination contexts.",True,1
conductivity,"A electrical term meaning iletkenlik, used in site, drawing, installation or coordination contexts.",True,1
crest,"A electrical term meaning tepe değer, used in site, drawing, installation or coordination contexts.",True,1
inductance,"A electrical term meaning endüktans, used in site, drawing, installation or coordination contexts.",True,1
reactance,"A electrical term meaning reaktans, used in site, drawing, installation or coordination contexts.",True,1
resistivity,"A electrical term meaning özdirenç, used in site, drawing, installation or coordination contexts.",True,1
backfeed,"A electrical term meaning ters besleme, used in site, drawing, installation or coordination contexts.",True,1
asymmetric,"An adjective meaning “asimetrik”, used to describe a condition, issue, status or requirement.",True,1
capacitive,"An adjective meaning “kapasitif”, used to describe a condition, issue, status or requirement.",True,1
electromagnetic,"An adjective meaning “elektromanyetik”, used to describe a condition, issue, status or requirement.",True,1
fluctuation,"A electrical term meaning dalgalanma, used in site, drawing, installation or coordination contexts.",True,1
nonlinear,"A electrical term meaning doğrusal olmayan, used in site, drawing, installation or coordination contexts.",True,1
parasitic,"An adjective meaning “parazitik / istenmeyen”, used to describe a condition, issue, status or requirement.",True,1
ripple,"A electrical term meaning dalgalanma, used in site, drawing, installation or coordination contexts.",True,1
sinusoidal,"An adjective meaning “sinüzoidal”, used to describe a condition, issue, status or requirement.",True,1
transient,"An adjective meaning “geçici rejim”, used to describe a condition, issue, status or requirement.",True,1
